ID,type,time,dayofweek,models,params,queuelen,trials,duration
3460,2,0.243055556,2,222,11924,0,40,2
1598,14,0.584027778,5,6,3151,0,40,2
2980,14,0.991666667,1,70,2657,0,400,3
905,7,0.485416667,1,25,807,0,40,1
631,5,0.863194444,3,6,79056,0,40,3
2329,7,0.54375,5,35,556,0,40,0
1479,7,0.465972222,1,10,2457,94,40,2
162,,0.744444444,3,16,1275,0,400,3
2387,0,0.436111111,5,24,1640,0,40,1
3659,,0.119444444,6,24,2465,0,40,1
3715,,0.695138889,2,9,,3,20,2
1717,2,0.590277778,2,5,15699,0,40,0
617,0,0.483333333,3,205,4372,0,40,3
3064,9,0.688194444,5,7,,33,40,0
1431,7,0.725694444,4,4,224,0,40,0
925,11,0.695833333,5,10,56157,0,40,0
3215,12,0.732638889,1,12,6980,1,40,0
547,13,0.58125,5,46,23393,5,40,1
1720,7,0.636805556,2,26,4912,0,40,3
2647,7,0.659027778,1,1,606,0,200,2
2378,14,0.752777778,4,17,3245,0,40,1
1915,4,0.655555556,5,14,990,0,40,0
3061,2,0.434027778,1,222,594,0,40,0
2416,14,0.640972222,5,20,3253,0,40,1
611,13,0.740972222,2,5,3686,0,40,0
1336,11,0.635416667,2,13,58668,0,40,0
2526,13,0.370138889,3,1,3826,0,200,1
640,,0.602777778,3,20,3262,1,40,1
2022,0,0.757638889,5,13,4586,0,40,1
2857,7,0.574305556,3,8,2024,263,40,1
4301,,0.7,2,20,2956,0,40,0
742,,0.588888889,2,13,,0,40,0
637,4,0.219444444,5,8,578,0,40,0
1534,12,0.809722222,4,20,4947,0,40,1
2630,9,0.453472222,4,6,2756,0,40,0
3161,14,0.6875,5,7,1160,29,40,1
2247,8,0.697916667,4,5,63014,0,40,0
1097,,0.795138889,4,6,2953,0,400,2
3058,14,0.609027778,3,21,3272,0,40,1
48,8,0.7,1,27,26978,0,40,0
2780,9,0.865972222,7,5,5652,0,20,0
1814,9,0.452083333,2,1,1413,0,200,0
921,13,0.799305556,2,82,9957,10,40,1
3406,9,0.424305556,5,21,1007,0,40,0
546,3,0.234027778,5,8,469,0,40,0
2775,14,0.588194444,4,27,,69,40,2
756,7,0.863194444,2,4,1507,0,40,1
3876,13,0.594444444,1,1,7197,0,40,0
2726,8,0.588194444,3,54,,0,20,0
1965,9,0.944444444,7,22,,0,40,1
2656,12,0.702777778,2,9,2732,0,20,0
2359,9,0.576388889,3,5,1171,0,40,0
3911,,0.629166667,2,12,5431,0,40,2
3616,,0.545833333,7,42,,0,40,1
836,12,0.751388889,3,46,23431,0,40,1
2085,,0.685416667,5,5,25722,0,40,0
2357,7,0.55625,1,18,3731,0,40,1
2804,7,0.452777778,3,9,2427,0,40,0
2915,4,0.602083333,4,10,1226,0,40,0
1721,9,0.60625,2,22,1731,0,40,1
3212,2,0.482638889,1,13,49835,0,40,0
3716,3,0.647916667,1,1,73,0,40,0
1070,14,0.75625,5,13,2539,0,40,1
4165,4,0.470833333,5,13,1556,0,40,0
4173,12,0.704166667,5,8,5866,0,40,1
2297,9,0.697222222,3,5,95,0,40,0
2810,,0.7,3,4,1957,0,40,0
4316,7,0.679861111,3,9,2241,0,40,1
4189,8,0.573611111,4,9,,0,40,0
3478,12,0.646527778,2,12,19992,0,40,2
2413,14,0.750694444,2,1,5083,0,200,2
1326,0,0.820138889,1,27,4642,22,40,1
4020,6,0.361805556,4,62,948,1,20,0
3554,9,0.397222222,1,8,78,62,40,0
4091,12,0.714583333,3,265,,49,40,3
2607,3,0.649305556,5,2,279,0,40,0
4053,12,0.509722222,5,3,4947,0,40,1
3346,12,0.826388889,3,6,2556,0,40,1
2066,,0.557638889,2,34,4700,0,40,0
1897,9,0.48125,3,8,394,0,40,0
2665,11,0.727083333,2,51,4006,0,40,0
3903,14,0.78125,3,17,1315,0,400,3
1373,9,0.580555556,5,46,7809,8,40,1
3610,,0.416666667,5,9,,63,40,0
3867,13,0.414583333,3,147,7716,0,40,2
2153,2,0.810416667,4,8,8402,0,40,0
867,12,0.598611111,5,46,23406,8,40,2
926,2,0.433333333,1,222,20478,0,40,2
3091,,0.565277778,3,61,2905,8,20,1
997,13,0.655555556,1,2,3224,0,200,1
1337,14,0.505555556,3,21,3278,2,40,1
3477,9,0.752777778,5,13,864,0,40,0
1099,14,0.504166667,3,16,3231,9,40,1
1132,3,0.566666667,5,2,331,0,40,0
2370,11,0.410416667,2,13,87980,0,40,1
2053,3,0.440277778,4,53,124,0,20,0
210,9,0.545138889,7,33,505,0,40,1
3246,9,0.545138889,7,30,539,0,40,1
3490,5,0.332638889,1,14,7777,0,40,1
59,12,0.742361111,2,51,6171,3526,40,2
1211,2,0.407638889,3,4,20875,0,40,0
2384,12,0.696527778,5,6,3440,0,40,1
2528,14,0.793055556,3,56,2178,0,40,3
4272,13,0.220138889,4,222,386,0,40,2
1602,11,0.625,3,13,1774,0,80,1
765,8,0.410416667,5,7,84695,0,40,0
2822,14,0.783333333,2,18,,0,40,1
1626,9,0.538194444,1,25,912,2,40,0
1078,7,0.425694444,4,11,144,2,80,0
1647,12,0.461111111,2,27,1272,3,20,2
2004,8,0.925694444,1,31,45673,0,40,0
1538,6,0.252083333,5,62,610,1,20,0
2355,13,0.468055556,3,15,2398,1,40,0
1921,,0.782638889,3,21,,1,100,2
2379,13,0.648611111,5,18,7286,0,40,0
582,9,0.877777778,7,21,172,0,40,0
3426,12,0.675694444,3,6,2269,0,40,1
1728,2,0.538888889,2,222,87954,0,40,3
2014,12,0.454861111,4,1,1870,0,40,0
940,9,0.409722222,3,828,1032,2,40,3
1080,14,0.421527778,4,65,3208,1,100,2
187,12,0.440972222,3,27,3175,0,40,1
941,9,0.407638889,2,6,,0,40,0
2666,5,0.451388889,2,2,6603,0,200,1
3740,14,0.727083333,1,20,3238,30,100,2
3550,4,0.439583333,4,24,237,0,40,0
4236,,0.61875,2,27,1677,0,40,2
2078,13,0.7375,1,27,4678,2,40,0
3046,12,0.575,1,1,,0,40,0
2213,12,0.686805556,5,7,3315,0,40,1
226,5,0.73125,2,52,7266,3268,40,1
2495,2,0.554861111,1,18,24950,0,40,0
535,2,0.391666667,1,8,,0,40,0
1894,5,0.617361111,2,25,1404,0,40,0
3708,0,0.261111111,1,23,8305,0,40,2
1404,13,0.406944444,1,13,7158,0,40,0
3210,9,0.725694444,4,4,81,0,40,0
697,,0.641666667,2,12,6974,0,40,2
1124,9,0.715277778,2,7,2138,45,40,0
1786,12,0.68125,5,3,2902,0,40,1
4218,6,0.331944444,5,8,2983,19,40,0
4125,9,0.545138889,7,29,511,0,40,1
586,12,0.740277778,1,11,564,287,40,1
2301,9,0.660416667,5,10,3693,0,40,1
1400,8,0.818055556,1,27,43058,0,40,0
3326,6,0.398611111,1,7,221,38,40,0
2741,,0.54375,7,14,501,4,40,0
1037,11,0.746527778,2,9,42426,0,40,0
208,14,0.645138889,3,18,3321,0,40,1
2390,14,0.526388889,1,57,4312,0,40,3
565,5,0.454166667,4,1,25265,0,200,2
313,13,0.740277778,1,16,4470,362,40,1
601,8,0.506944444,5,2,40973,0,40,0
233,11,0.668055556,5,18,81491,0,40,1
3807,4,0.389583333,3,3,424,0,40,0
931,7,0.669444444,3,8,407,0,20,2
3714,12,0.00625,1,2,3039,0,40,1
3728,9,0.75625,2,11,,0,40,0
1882,14,0.745833333,3,21,3229,2,100,1
111,,0.716666667,5,1,964,0,40,0
2825,9,0.759027778,2,8,1313,0,40,0
1089,11,0.561111111,2,13,107978,0,40,1
3169,11,0.40625,3,147,73070,0,40,1
230,8,0.775694444,1,17,54042,0,40,0
2468,9,0.29375,4,62,1002,1,20,1
4255,14,0.602777778,2,18,3241,29,100,1
1831,13,0.442361111,1,23,2717,63,40,0
472,9,0.429166667,2,32,868,0,20,0
2924,8,0.34375,1,28,6653,0,20,0
2415,9,0.361111111,4,7,6422,0,40,1
3976,12,0.586805556,5,9,7561,0,200,3
2167,5,0.413888889,2,13,13961,0,40,2
1127,12,0.765277778,4,31,4524,0,40,1
2019,13,0.444444444,3,1,1731,0,40,0
4214,12,0.747916667,1,11,4233,59,40,0
1779,7,0.511111111,2,221,7814,0,40,3
1837,9,0.578472222,3,17,276,0,40,0
2522,9,0.292361111,3,83,981,1,20,1
3753,5,0.602083333,4,10,13982,113,40,1
361,8,0.620833333,4,4,90999,0,40,0
135,11,0.609027778,5,18,,0,40,1
1134,8,0.447916667,3,147,78724,0,40,0
2337,12,0.461111111,4,8,,2,20,1
1151,2,0.567361111,3,14,,0,40,0
2925,12,0.843055556,3,7,20216,0,40,2
2310,14,0.470138889,2,13,1264,0,400,3
2840,5,0.727777778,5,2,5893,0,40,0
1053,11,0.464583333,5,24,391447,0,40,2
3827,9,0.727777778,2,51,106,2990,40,0
22,7,0.551388889,3,9,1625,41,40,0
4210,5,0.575,1,18,,114,40,0
1653,14,0.727083333,1,21,3292,174,100,2
1867,14,0.445138889,3,21,3070,268,100,1
2417,8,0.4375,5,8,20314,0,40,0
695,9,0.708333333,1,1,3751,86,40,0
2111,9,0.632638889,2,53,150,3,20,0
420,,0.40625,1,13,59692,0,40,0
2585,13,0.567361111,2,24,7940,16,40,0
460,6,0.655555556,2,10,3391,232,40,1
1067,2,0.652083333,3,27,22646,0,40,0
87,5,0.420138889,5,2,3649,0,40,0
3098,,0.563888889,5,15,107,2,40,0
3699,14,0.575694444,2,13,3077,0,40,1
3316,8,0.492361111,3,16,76816,0,40,0
2103,12,0.610416667,4,32,3257,0,40,1
282,7,0.620138889,2,14,4847,51,40,1
1788,9,0.4375,3,51,3020,2949,40,2
1760,0,0.655555556,5,9,2745,0,20,1
4230,13,0.869444444,1,8,,11,40,1
540,9,0.722916667,4,2,1905,0,40,0
1741,9,0.73125,1,35,1042,3,40,0
3293,7,0.740972222,3,184,37086,132,40,3
859,14,0.721527778,4,20,2661,4,100,1
533,,0.484722222,2,27,395,3,20,1
1368,8,0.477083333,2,13,31648,0,40,0
3744,13,0.543055556,5,34,533,0,40,0
2093,9,0.544444444,7,18,556,0,40,0
3924,13,0.761111111,3,3,75,0,40,0
3592,13,0.76875,2,23,7934,5,40,0
3653,13,0.634722222,2,13,8429,0,40,1
3747,9,0.423611111,5,31,2270,6,40,1
1962,11,0.477083333,4,19,7127,0,40,0
4298,7,0.677083333,2,2,537,0,200,2
2002,4,0.686805556,5,7,787,0,40,0
3036,14,0.8375,5,13,1263,0,400,3
4083,5,0.319444444,4,7,31483,0,40,2
2279,9,0.573611111,4,12,2132,0,40,0
2646,,0.550694444,1,6,49350,0,40,0
4277,9,0.692361111,3,265,390,0,40,1
1420,8,0.592361111,5,46,194937,0,40,1
1745,14,0.473611111,3,21,3256,498,100,2
1553,11,0.575694444,2,6,30054,0,40,0
942,6,0.539583333,3,9,3091,0,40,0
2594,13,0.436805556,5,8,2444,0,40,0
779,14,0.582638889,4,6,3189,1,20,0
3299,9,0.877083333,7,13,213,0,40,0
2548,13,0.609722222,4,4,110,0,40,0
3365,9,0.875,3,8,4447,0,40,1
2588,6,0.651388889,4,18,282,0,40,0
2480,9,0.520833333,1,6,1159,199,40,1
121,12,0.736111111,1,27,4762,0,40,1
887,7,0.583333333,2,59,2997,109,40,1
3273,7,0.554861111,4,4,1367,0,100,2
685,5,0.484027778,1,25,1298,0,40,0
1800,0,0.690972222,3,265,1086,6,40,1
4158,9,0.504166667,7,11,448,0,40,0
2098,13,0.359722222,4,62,2852,1,20,0
413,9,0.403472222,6,5,100,0,20,0
789,7,0.697222222,5,10,3709,73,40,1
3830,14,0.634027778,5,28,958,0,40,2
2519,9,0.421527778,5,6,780,0,40,0
1918,3,0.666666667,5,17,2084,0,40,0
3331,14,0.054166667,6,342,7023,0,40,3
3543,2,0.422916667,5,31,38053,0,40,0
1688,13,0.378472222,3,20,10893,7,40,0
1864,,0.584722222,2,88,25027,0,40,0
1425,12,0.484027778,3,8,1129,0,40,1
2462,0,0.619444444,2,13,4832,11,40,0
272,14,0.796527778,4,17,3263,0,40,1
782,5,0.758333333,2,1,25239,0,200,3
521,11,0.656944444,2,2,148018,0,40,0
522,4,0.580555556,2,29,994,0,40,1
4320,13,0.464583333,2,28,19506,0,40,1
3148,9,0.704861111,5,16,1247,15,40,0
2104,12,0.599305556,2,26,4969,0,40,2
3752,12,0.74375,2,1,1978,0,200,2
350,8,0.630555556,2,2,62321,0,100,0
3664,3,0.442361111,2,2,232,0,40,0
1877,5,0.44375,5,2,7109,0,40,1
2689,6,0.250694444,5,62,,1,20,0
4329,9,0.435416667,2,5,,0,40,0
4046,7,0.522916667,4,221,4869,0,40,3
1511,7,0.260416667,4,222,418,0,40,2
651,7,0.628472222,5,35,1052,0,40,0
3650,9,0.293055556,5,6,333,0,20,0
1941,9,0.549305556,2,80,3670,0,40,3
3968,9,0.599305556,5,45,7829,263,40,2
4177,14,0.661111111,1,2,1146,0,200,1
1938,9,0.428472222,3,4,1033,0,40,0
118,13,0.330555556,1,14,4701,0,40,0
2505,9,0.879861111,7,26,213,0,40,1
2285,8,0.633333333,2,13,69449,0,40,0
168,5,0.61875,5,18,17209,917,40,2
3706,11,0.58125,3,1,18501,0,40,0
1613,8,0.457638889,5,30,114957,0,40,0
835,14,0.395833333,1,11,839,33,40,1
1405,8,0.359027778,5,4,94358,0,40,0
3452,8,0.604861111,2,22,41129,0,40,0
962,9,0.705555556,2,24,80,0,40,0
945,6,0.571527778,1,18,1121,0,40,0
462,14,0.461805556,3,52,3179,0,40,3
2218,9,0.54375,7,20,512,0,40,0
328,12,0.775,5,13,3747,0,400,3
2130,13,0.015972222,3,39,4802,0,40,0
2633,14,0.753472222,4,17,3216,0,40,1
2181,8,0.619444444,4,2,2261,0,40,0
2283,8,0.459722222,1,11,21509,0,40,0
1360,12,0.743055556,2,5,3684,0,40,1
2159,14,0.602777778,4,9,2976,26,40,1
367,6,0.693055556,5,13,2070,205,40,1
3978,8,0.436111111,5,2,36019,0,40,0
2347,8,0.606944444,4,24,440,0,40,0
3441,9,0.707638889,3,2,4941,0,400,1
3470,13,0.023611111,7,55,4894,0,40,0
4184,3,0.772916667,1,6,253,0,40,0
2517,8,0.786805556,4,18,6477,0,40,0
1375,9,0.6125,2,26,1707,0,40,1
2913,14,0.66875,5,13,691,0,20,0
772,7,0.584027778,3,4,1386,0,40,2
1284,13,0.271527778,4,222,7013,0,40,3
3129,9,0.650694444,2,83,968,0,20,1
1514,,0.258333333,5,6,1482,0,20,0
4105,7,0.711111111,2,16,5600,0,40,1
3614,13,0.665277778,1,1,3535,0,40,0
498,13,0.59375,3,2,14557,0,40,0
1414,14,0.690277778,3,5,835,0,40,0
1234,7,0.454166667,4,3,1159,0,40,2
2028,4,0.600694444,5,46,5471,0,40,2
435,8,0.409722222,2,13,69298,0,40,0
1674,9,0.879166667,7,26,219,0,40,0
1251,9,0.416666667,2,3,1891,0,40,0
365,11,0.727777778,1,12,49388,0,40,0
1829,14,0.870138889,1,8,514,80,40,1
276,13,0.582638889,5,46,23427,212,40,2
3041,14,0.754861111,4,17,3221,0,40,1
4304,11,0.692361111,5,13,56573,0,40,0
2578,13,0.435416667,3,7,3796,0,40,1
4219,14,0.544444444,1,22,1015,2,40,1
1506,8,0.631944444,2,13,166616,0,40,0
407,5,0.413194444,5,1,,0,40,0
3951,9,0.426388889,3,83,,1,20,1
1644,9,0.731944444,2,3,325,0,40,0
3518,9,0.545138889,7,22,521,0,40,0
1966,9,0.696527778,2,16,3226,0,40,0
3277,9,0.686805556,2,3,1265,0,40,0
4302,8,0.745833333,4,43,75619,0,200,1
2820,13,0.524305556,1,33,,9,40,1
844,9,0.775694444,1,16,2299,0,40,0
3622,12,0.766666667,1,11,4366,0,40,1
2948,,0.289583333,1,220,93404,0,40,3
86,8,0.615972222,4,31,56151,0,40,0
3531,12,0.3875,1,6,6068,0,40,0
2404,14,0.756944444,3,21,3237,78,100,2
4296,14,0.813888889,4,6,2924,0,40,2
2984,9,0.804861111,1,27,771,1,40,0
1961,0,0.622222222,2,12,4566,0,40,1
3514,6,0.574305556,5,9,2232,0,200,2
855,14,0.759027778,4,20,3275,14,100,1
3655,0,0.282638889,3,24,1501,0,40,1
78,9,0.563194444,2,3,834,0,40,0
944,14,0.754861111,3,20,3263,381,100,2
199,11,0.632638889,2,13,139194,0,40,1
3391,13,0.370138889,5,42,5519,0,40,0
3841,8,0.726388889,5,2,26969,0,40,0
801,,0.499305556,5,2,10623,0,40,0
3593,2,0.430555556,1,221,7537,0,40,2
2195,13,0.453472222,5,5,5880,0,40,0
2318,12,0.572916667,5,26,1303,3,20,2
3192,,0.579861111,2,2,7322,79,40,1
231,14,0.427083333,5,22,1010,0,40,2
1880,7,0.435416667,3,1,,0,40,0
1033,9,0.644444444,4,17,1842,0,40,1
3165,13,0.469444444,3,1,2115,0,40,0
4022,,0.684027778,4,5,7566,129,40,1
1583,12,0.752777778,1,13,3810,0,40,1
3310,9,0.4125,2,13,1500,0,40,0
1964,4,0.902777778,2,46,211,0,40,0
4239,,0.369444444,3,1,3941,0,200,1
424,6,0.395833333,1,8,807,107,40,0
392,11,0.684722222,5,6,32325,0,40,0
1143,13,0.622222222,2,13,15568,0,40,1
4186,3,0.59375,5,45,5483,0,40,0
191,9,0.545833333,7,40,540,0,40,1
104,5,0.708333333,1,1,16464,24,40,0
3399,11,0.477777778,4,24,462,0,40,0
3789,11,0.625694444,2,13,54174,0,40,0
3508,8,0.348611111,4,5,,0,40,0
2202,14,0.592361111,3,16,3206,0,40,1
553,8,0.645138889,2,2,34857,0,40,0
3720,12,0.5,4,6,16971,0,40,2
2550,3,0.658333333,3,1,77,0,40,0
1756,14,0.507638889,1,57,2782,0,40,3
2456,9,0.541666667,3,10,960,0,40,0
2564,13,0.459722222,3,1,3341,0,40,0
2865,8,0.59375,3,27,35735,0,40,0
2459,4,0.384722222,3,1,156,0,40,0
1787,13,0.697222222,5,5,3448,1,40,0
3921,9,0.413194444,4,56,2164,0,40,2
1587,,0.676388889,3,5,23514,0,40,0
2771,7,0.399305556,4,221,396,0,40,2
1731,0,0.896527778,1,199,31293,0,40,3
1898,,0.480555556,4,221,79,0,40,3
3887,12,0.551388889,3,8,,0,40,0
2805,7,0.683333333,3,17,6049,0,40,1
2784,9,0.545833333,7,19,516,18,40,1
3484,9,0.743055556,5,13,1266,0,400,1
2344,8,0.58125,3,15,75959,0,40,0
702,9,0.620138889,6,7,372,0,40,0
2990,13,0.013888889,5,55,4902,0,40,1
2123,,0.534722222,1,28,266,0,20,0
3874,,0.339583333,4,8,564,4,40,0
994,9,0.744444444,3,1,,0,400,1
464,12,0.563888889,3,21,2640,0,40,1
3252,8,0.691666667,3,16,,0,400,1
4085,12,0.428472222,5,3,1996,0,40,0
3984,3,0.202777778,5,8,529,0,40,0
2484,13,0.573611111,3,8,2104,17,40,0
4306,5,0.497916667,5,24,63963,0,40,3
1236,8,0.523611111,2,102,89791,0,40,0
2776,3,0.690277778,3,8,787,0,40,0
2460,9,0.724305556,4,7,,0,40,0
212,13,0.855555556,2,82,2924,1,20,0
1036,9,0.380555556,2,216,1039,0,40,3
4257,12,0.575,2,3,5058,0,40,2
900,8,0.404861111,1,28,23101,0,40,0
1446,14,0.550694444,4,4,,15,100,1
1849,9,0.333333333,2,12,225,0,40,0
2096,,0.46875,5,69,1129,0,40,2
3178,13,0.618055556,4,37,4868,0,40,0
660,11,0.675,5,6,39267,0,40,0
1614,9,0.643055556,5,3,2277,0,100,1
741,14,0.377777778,5,8,935,2,20,0
4043,14,0.736805556,3,20,3060,65,100,2
3557,7,0.763194444,4,31,5184,0,40,1
1754,5,0.700694444,5,52,14429,15,40,1
1910,3,0.466666667,5,13,1535,0,40,0
3071,,0.544444444,7,19,536,0,40,0
1206,11,0.73125,2,52,65696,0,40,1
509,9,0.878472222,7,25,213,0,40,0
3282,13,0.376388889,3,1,3707,0,200,1
597,14,0.753472222,2,21,3265,0,100,2
2115,7,0.792361111,2,8,2939,0,40,2
2230,14,0.752083333,3,21,3256,100,100,2
4100,,0.601388889,3,1,823,0,200,1
981,13,0.48125,1,1,2160,0,40,0
1978,,0.698611111,5,7,6518,0,40,1
4051,14,0.643055556,3,15,3251,0,40,1
518,9,0.396527778,1,8,399,309,40,0
2803,,0.596527778,2,102,3682,0,40,3
767,12,0.885416667,3,4,2927,0,40,1
4220,12,0.865277778,4,21,1213,0,40,1
1726,9,0.402777778,1,9,17356,2,40,1
1651,6,0.673611111,2,1,993,0,200,1
2823,13,0.808333333,2,82,2862,3,20,0
3038,8,0.511111111,3,1,16615,0,40,0
2431,9,0.506944444,5,8,2053,222,40,1
3560,14,0.588194444,5,46,7768,242,40,2
421,,0.509722222,2,147,60579,0,40,0
123,9,0.885416667,7,25,,0,40,0
3168,,0.422916667,5,22,24339,0,40,0
2338,9,0.807638889,4,6,2992,0,20,0
1244,8,0.579166667,3,14,47606,0,40,0
819,14,0.45625,2,1,1366,0,200,2
1403,,0.877083333,3,12,2688,0,40,0
1382,9,0.592361111,4,10,,2,40,0
100,13,0.718055556,2,1,2316,0,40,0
4048,6,0.672222222,4,18,242,0,40,0
1575,5,0.869444444,1,9,2713,153,40,0
1638,6,0.484027778,1,13,1918,29,40,0
1795,12,0.6625,2,27,5077,0,40,3
1283,9,0.844444444,4,11,450,800,40,2
4171,14,0.448611111,3,3,796,0,40,1
3494,12,0.677083333,3,9,2461,0,40,0
4021,,0.661111111,5,14,1002,503,40,2
1103,8,0.745138889,3,45,194939,0,40,1
4127,12,0.756944444,3,9,,0,40,1
3380,13,0.747916667,3,45,,17,40,2
1517,2,0.502083333,2,220,12748,0,40,2
3959,9,0.599305556,4,5,3964,0,40,0
2182,14,0.738888889,2,52,2200,3626,40,2
1352,9,0.670833333,4,11,5196,0,40,0
2903,12,0.452777778,3,6,2331,75,40,1
3812,12,0.670138889,4,2,5990,0,200,2
3103,9,0.676388889,1,34,3812,11,40,1
3542,12,0.702083333,5,8,,0,20,1
982,9,0.686111111,3,3,516,0,40,0
456,9,0.570833333,3,11,4852,0,40,0
2673,3,0.33125,5,8,694,0,40,0
3409,11,0.634027778,2,13,139147,0,40,1
4168,12,0.525694444,3,31,5442,0,40,1
3258,14,0.620833333,2,13,3049,0,40,1
3571,12,0.459027778,3,1,2605,0,40,1
381,9,0.568055556,1,6,5630,0,400,2
641,14,0.518055556,1,39,3111,1099,100,2
2256,11,0.432638889,5,5,25000,0,40,0
2813,11,0.461111111,4,3,2742,0,22,0
1953,13,0.546527778,1,62,2894,0,20,0
1490,5,0.429166667,4,1,3232,0,200,1
3026,9,0.546527778,7,41,491,0,40,1
1010,5,0.41875,5,1,3019,0,40,0
286,13,0.375694444,2,23,6742,18,40,0
4327,14,0.503472222,5,1,1315,0,200,2
662,14,0.190972222,4,56,4292,0,400,3
3904,0,0.692361111,5,13,4564,0,40,1
2099,9,0.649305556,5,3,3740,0,100,1
4129,11,0.584722222,5,46,233958,0,40,2
3872,8,0.860416667,2,4,,0,40,0
1884,14,0.511805556,3,1,816,0,200,1
3438,,0.480555556,3,16,5509,2,40,1
3595,7,0.494444444,2,28,9453,0,40,2
3485,12,0.700694444,2,25,171,0,40,1
3123,9,0.545833333,7,33,511,0,40,1
2540,12,0.605555556,5,18,10312,60,40,1
2178,12,0.766666667,1,11,4357,1,40,0
2949,13,0.331944444,5,8,10152,20,40,0
845,9,0.738194444,2,1,849,0,200,0
542,,0.441666667,4,2,636,0,200,2
2442,9,0.545833333,7,19,506,0,40,1
91,12,0.496527778,7,31,2492,23,40,1
2765,13,0.504166667,3,16,9108,2,40,0
2932,,0.691666667,5,2,29568,0,40,0
2781,14,0.449305556,5,18,3321,0,40,1
2292,14,0.142361111,4,56,2807,0,400,3
1979,14,0.836805556,5,13,1261,0,400,3
1196,,0.681944444,4,5,2704,67,40,0
3089,12,0.527083333,3,9,,0,40,0
1102,,0.320138889,2,215,921,0,40,2
3074,9,0.546527778,7,23,509,0,40,0
2185,12,0.500694444,4,2,14548,1,40,1
2592,14,0.409722222,3,18,3259,4,100,1
2226,11,0.447916667,5,14,31680,0,40,0
2474,7,0.386805556,2,222,1367,0,40,2
2858,,0.564583333,5,20,3077,0,40,1
3666,8,0.602083333,4,9,68920,0,40,0
3731,12,0.677777778,1,2,2942,0,200,2
1048,,0.406944444,1,13,,0,40,0
3259,8,0.330555556,1,13,38843,0,40,0
1960,0,0.586111111,3,1,542,0,40,0
3912,12,0.703472222,3,4,5416,0,40,2
898,13,0.715972222,2,7,,189,40,1
1459,7,0.68125,1,27,3732,0,40,1
2348,14,0.63125,2,16,1319,0,400,3
237,9,0.930555556,7,26,198,0,40,0
2011,12,0.689583333,5,1,,0,40,1
2686,5,0.645138889,4,3,4398,0,40,1
1133,14,0.216666667,4,56,4246,0,400,3
2996,,0.429166667,3,14,3026,50,40,1
1805,8,0.428472222,4,1,16132,0,200,0
3139,,0.771527778,2,9,3793,314,40,1
163,,0.661805556,5,10,2273,0,40,1
3338,6,0.552777778,2,5,123,0,22,0
3469,3,0.447222222,5,30,71107,0,40,0
252,8,0.472916667,4,23,5458,0,40,0
2527,,0.424305556,4,23,652,0,40,0
2718,9,0.754861111,4,24,108,2,40,0
2411,9,0.538888889,1,28,870,0,40,0
2750,14,0.699305556,2,15,3182,0,40,1
1791,5,0.435416667,3,147,11896,0,40,3
2970,14,0.444444444,3,21,3271,400,100,2
1811,5,0.385416667,5,9,4553,2,20,0
2293,,0.699305556,1,39,3393,29,40,2
3432,9,0.394444444,1,8,984,14,40,0
930,12,0.484027778,1,14,,5,40,1
2342,8,0.422916667,1,2,340,0,40,0
3496,11,0.369444444,4,2,12626,0,200,0
3499,14,0.479166667,2,13,1299,0,40,1
1698,8,0.474305556,5,13,5611,0,40,0
3428,,0.677777778,3,8,4127,64,40,0
4060,11,0.559027778,4,42,96188,0,200,2
2112,9,0.544444444,7,26,518,0,40,1
3641,12,0.579166667,3,62,2844,24,20,2
3319,9,0.579861111,1,5,5627,0,40,1
3226,4,0.449305556,3,5,647,0,40,0
1871,,0.736111111,5,13,1850,23,40,0
1090,2,0.31875,2,220,52228,0,40,3
3665,,0.635416667,2,13,4374,0,40,1
1485,14,0.627083333,2,12,3131,0,40,2
3965,9,0.786111111,3,11,92,0,40,0
2025,14,0.450694444,2,1,1397,0,200,2
2288,4,0.4125,5,1,165,0,40,0
1181,14,0.706944444,5,52,3237,6,40,2
2127,4,0.420833333,5,5,542,0,40,0
1452,12,0.56875,4,8,33617,3056,40,1
593,2,0.572222222,3,62,,0,40,0
677,8,0.621527778,1,3,28513,0,40,0
41,8,0.752777778,5,14,20828,0,40,0
560,13,0.473611111,4,2,666,0,40,0
2752,8,0.690972222,3,8,20640,0,40,0
2211,,0.526388889,4,23,468,0,40,0
3075,3,0.653472222,5,13,963,0,40,0
243,2,0.520833333,3,31,36426,0,40,0
1339,14,0.663194444,1,23,2688,466,40,2
3462,14,0.50625,1,56,2846,0,40,3
2886,14,0.768055556,4,19,3284,0,40,1
1442,9,0.474305556,5,10,80,0,40,0
261,13,0.609027778,3,16,9235,0,40,0
3217,,0.578472222,3,18,297,2,40,0
1689,,0.24375,5,221,7070,0,40,3
1725,3,0.645138889,2,2,316,0,40,0
3057,8,0.702083333,4,24,5930,0,20,0
834,9,0.795138889,3,4,81,0,40,0
1866,9,0.840972222,3,3,190,0,40,0
2010,7,0.6375,2,13,3770,0,40,2
340,8,0.573611111,1,19,5960,0,40,0
1601,12,0.474305556,5,6,6260,645,40,2
4054,11,0.820138889,1,27,37207,0,40,0
480,9,0.603472222,2,7,3214,0,40,0
2940,8,0.677083333,5,8,33813,0,40,0
3947,14,0.645138889,2,147,3913,0,40,3
2295,8,0.713888889,4,43,75088,0,200,1
3914,9,0.65,5,3,2303,0,40,0
1766,12,0.693055556,5,13,7979,66,40,1
